Query,Passage,Method,Judge_1,Judge_2,Judge_3,Final
betsy-devos-spouse-dick-devos.txt,"...  Betsy DeVos:    Business career:  DeVos is chairwoman of the Windquest Group  , a privately held operating group that invests in technology, manufacturing, and clean energy.  DeVos and her husband founded it in 1989.  DeVos and her husband were producers for a Broadway  run of the stage play Scandalous: The Life and Trials of Aimee Semple McPherson, in 2012, based on the life of the famous evangelist  and featuring a book and lyrics written by Kathie Lee Gifford....",proposed,non-relevant,non-relevant,non-relevant,non-relevant
betsy-devos-spouse-dick-devos.txt,"...A 2010 article reported on a Windquest venture called The Green Machine, which ""converts waste heat thats the byproduct of a manufacturing process – in liquid or gaseous form – into electricity. ""DeVos explained that ""Some time ago Windquest brought on a specialist in alternative energy.  .  We knew this was going to be an important part of our future, but also an opportunity. "" He explained that sustainability is ""not just an environmental concept, its also an economic one.  If a particular business approach is not economically viable it will not be sustainable....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
betsy-devos-spouse-dick-devos.txt,"...  Betsy DeVos:    Early life:   Betsy DeVoss husband, Richard Marvin ""Dick"" DeVos Jr. , is a multi-billionaire heir to the Amway fortune who ran Amways parent company, Alticor, from 1993 to 2002.  Dick DeVos is a major donor to conservative political campaigns and social causes, and was the 2006 Republican nominee for Governor of Michigan  .  Dicks father, Richard Marvin DeVos Sr.   , co-founded Amway and is also the owner of the Orlando Magic NBA basketball team....",proposed,relevant,relevant,relevant,relevant
betsy-devos-spouse-dick-devos.txt,"...  Betsy DeVos:   Intro Elisabeth Dee ""Betsy"" DeVos  is an American businesswoman, philanthropist, politician, and activist who is the 11th and current United States Secretary of Education. DeVos is a member of the Republican Party  known for her advocacy and political contributions for school choice, school voucher programs  , and charter schools....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
betsy-devos-spouse-dick-devos.txt,"...  Betsy DeVos:    Intro:   DeVos has been an advocate of the Detroit charter school system and she is a member of the board of the Foundation for Excellence in Education.  She has served as chairwoman of the board of the Alliance for School Choice and the Acton Institute and headed the All Children Matter PAC  . DeVos is married to Dick DeVos, the former CEO of multi-level marketing company Amway, and is the daughter-in-law of billionaire and Amway co-founder Richard DeVos....",proposed,relevant,relevant,relevant,relevant
betsy-devos-spouse-dick-devos.txt,"...  Dick DeVos:   Intro Richard Marvin ""Dick"" DeVos Jr.   is an American entrepreneur-businessman from Michigan.  The son of Amway co-founder Richard DeVos, he served as CEO of the consumer goods distribution company from 1993 to 2002.  In 2006, DeVos ran for Governor of Michigan, but lost to the then Democratic incumbent Jennifer Granholm.  In 2012, Forbes magazine listed his father as the 67th richest person in the United States, with a net worth of approximately $5. 1 billion....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
betsy-devos-spouse-dick-devos.txt,"...""ElectraTherm provides the core technology, Pro Services provides the installation ability and the knowledge of the customers needs and Windquest then provides both financing and high-level business acumen. "" 2006 gubernatorial candidacy On June 2, 2005, at Mackinac Island, DeVos announced his candidacy for governor of Michigan.  He is still considered to be the wealthiest man to run for statewide office in Michigans history.  As of October 27, 2006, the DeVos campaign had spent $39 million, of which nearly $35 million was DeVoss own money.  An article published on August 3, 2005, quoted DeVos as saying that the main issue for Michigan voters was the states economy....",baseline_with_expansion,non-relevant,non-relevant,non-relevant,non-relevant
betsy-devos-spouse-dick-devos.txt,"...A 2010 article reported on a Windquest venture called The Green Machine, which ""converts waste heat thats the byproduct of a manufacturing process – in liquid or gaseous form – into electricity. ""DeVos explained that ""Some time ago Windquest brought on a specialist in alternative energy.  .  We knew this was going to be an important part of our future, but also an opportunity. "" He explained that sustainability is ""not just an environmental concept, its also an economic one.  If a particular business approach is not economically viable it will not be sustainable....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
betsy-devos-spouse-dick-devos.txt,"...She was Republican National Committeewoman for Michigan from 1992 to 1997 and served as chairwoman of the Michigan Republican Party from 1996 to 2000, with reelection to the post in 2003.  DeVos has been an advocate of the Detroit charter school system and she is a member of the board of the Foundation for Excellence in Education.  She has served as chairwoman of the board of the Alliance for School Choice and the Acton Institute and headed the All Children Matter PAC  . DeVos is married to Dick DeVos, the former CEO of multi-level marketing company Amway, and is the daughter-in-law of billionaire and Amway co-founder Richard DeVos....",baseline_with_expansion,relevant,relevant,relevant,relevant
betsy-devos-spouse-dick-devos.txt,"...  Dick DeVos:    Scholarships:  The Dick Betsy DeVos Scholarship was established in 2008 by DeVos and his wife tosupport entering MA  , MS  , or MBA students at the Thunderbird School of Global Management, particularly those from developing nations.  The DeVoses have also established an annual scholarship, called the Betsy and Dick DeVos Scholars for Free Enterprise and Entrepreneurship Scholarship, which is awarded to students who wish to earn a BBA or combined BBA/MBA at Northwood University. ...",proposed,relevant,non-relevant,relevant,relevant
badrinath-ki-dulhania-cast-member-varun-dhawan.txt,"...  Varun Dhawan:    Badlapur and beyond :   Dhawan next starred in the action drama Dishoom , directed by his brother Rohit, alongside John Abraham  and Jacqueline Fernandez.  He began 2017 by collaborating with Khaitan and Bhatt for the romantic comedy Badrinath Ki Dulhania, which served as the second installment of a franchise that began with Humpty Sharma Ki Dulhania.  The film tells the story of an independent young woman  from rural India who refuses to conform to patriarchal expectations from her chauvinistic fiancee ....",proposed,relevant,relevant,relevant,relevant
badrinath-ki-dulhania-cast-member-varun-dhawan.txt,"...Dhawan established himself in Bollywood by starring in the romance Humpty Sharma Ki Dulhania  and the dance film ABCD 2 , both of which earned over worldwide.  He garnered a nomination for the Filmfare Award for Best Actor for portraying an avenger in the crime thriller Badlapur  .  Dhawan subsequently starred in the action drama Dilwale  , the crime drama Dishoom , and the romantic comedy Badrinath Ki Dulhania ; the former ranks among the highest-grossing Bollywood films  . Life and career Varun Dhawan was born on 24 April 1987 in a Punjabi family to David Dhawan, a film director, and Karuna Dhawan....",baseline,relevant,relevant,relevant,relevant
badrinath-ki-dulhania-cast-member-varun-dhawan.txt,"...19 crore }}Badrinath Ki Dulhania  is a 2017 Indian romantic comedy film, directed by Shashank Khaitan, and produced by Karan Johar under the Dharma Productions banner.  Starring Varun Dhawan and Alia Bhatt in the lead, the film marks the second installment of a franchise that began with Humpty Sharma Ki Dulhania .  Principal photography for the film began in May 2016, and the film was released on 10 March 2017, on the Holi weekend.  . Plot Badrinath ""Badri"" Bansal  he is the younger son of a wealthy family in Jhansi....",baseline,relevant,relevant,relevant,relevant
badrinath-ki-dulhania-cast-member-varun-dhawan.txt,"...She meets Humpty Sharma in Delhi, who falls in love with her.  Humpty, with the help of his friends, Shonty and Poplu, chases Kavya, but she’s not interested.  She, however, befriends him.  Kavya confides in Humpty, that her friend in Delhi, Gurpreet, was blackmailed by her ex-boyfriend, who had secretly filmed a sex sequence of the two.  Humpty stumbles upon the idea of victimizing Gurpreet’s ex that would also avenge Gurpreet, and also gather the money for the wedding dress for Kavya....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
badrinath-ki-dulhania-cast-member-varun-dhawan.txt,"...  Varun Dhawan:   Intro Varun Dhawan  is an Indian actor who appears in Hindi films  .  The son of film director David Dhawan, he studied Business Management from the Nottingham Trent University, after which he worked as an assistant director to Karan Johar on the 2010 drama My Name Is Khan.  Dhawan made his acting debut with Johars 2012 romantic comedy Student of the Year, for which he received a Filmfare  nomination for Best Male Debut  ....",baseline,non-relevant,non-relevant,non-relevant,non-relevant
badrinath-ki-dulhania-cast-member-varun-dhawan.txt,"...  Badrinath Ki Dulhania:    Production:  Badrinath Ki Dulhania marks the second installment of a franchise that began with the romantic comedy Humpty Sharma Ki Dulhania , which was also directed by Shashank Khaitan, produced by Karan Johar for Dharma Productions and starred Varun Dhawan and Alia Bhatt in the lead roles.  The film was first announced on 3 May 2016 with the release of an online motion poster featuring Dhawan and Bhatt at a local village fair.  Principal photography also began on the same day....",proposed,partial,partial,partial,partial
